DENOMINAÇÃO,MORADA,CONCELHO,DISTRITO,FORMA JURÍDICA,ANO REGISTO,NIPC
Centro Social e Comunitário Nossa Senhora de Fátima,"Rua da Carrasqueira, n.º 2 - Vila do
Conde","Vila Pouca de
Aguiar",Vila Real,Associação,2015,513135324
Centro Social e Paroquial da Campeã,Freguesia da Campeã,Vila Real,Vila Real,"Centro Social
Paroquial",1996,503966932
Centro Social e Paroquial de Andrães,Andrães - Vila Real,Vila Real,Vila Real,"Centro Social
Paroquial",1998,504249754
Centro Social Paroquial de Mouçós,Mouçós,Vila Real,Vila Real,"Centro Social
Paroquial",1990,501298240
Centro Social Paroquial de Santo António,"Quinta da Veiga, Araucária",Vila Real,Vila Real,"Centro Social
Paroquial",1990,503058866
Centro Social Paroquial Mateus,Mateus,Vila Real,Vila Real,"Centro Social
Paroquial",1990,501106162
Lar de Nossa Senhora das Dores,Rua D. Margarida Chaves,Vila Real,Vila Real,Fundação,1988,501138250
"O Bugalho-Associação para Animação de Tempos Livres de Crianças e
Idosos",Rua Adelino Samardã - Bloco B - C/v,Vila Real,Vila Real,Associação,1996,501731946
Santa Casa da Misericórdia de Vila Real,Vila Real,Vila Real,Vila Real,Misericórdia,1989,500843090
Cáritas Diocesana de Vila Real,Rua D. Pedro de Castro Nº. 1,Vila Real,Vila Real,"Instituto de
Organização
Religiosa",1997,503114510
Centro Social e Paroquial de S. Tomé do Castelo,Lugar de Sãp Tomé do Castelo,Vila Real,Vila Real,"Centro Social
Paroquial",2000,504574108
Centro Social e Paroquial de Constantim,"Estrada Nacional, S/n - Constantim",Vila Real,Vila Real,"Centro Social
Paroquial",2001,504886665
Centro Social e Paroquial de Ermida,Freguesia de Ermida -,Vila Real,Vila Real,"Centro Social
Paroquial",2001,505046628
Associação 31 - Infantário e Lar de Vila Real,"Rua 31 de Janeiro, n.º 62",Vila Real,Vila Real,Associação,2001,501874496
Centro Social e Paroquial de Vale de Nogueiras,Freguesia de Vale de Nogueiras,Vila Real,Vila Real,"Centro Social
Paroquial",2002,505154285
Centro Social e Paroquial de Abaças,Freguesia de Abaças,Vila Real,Vila Real,"Centro Social
Paroquial",2002,505181835
Centro Social e Paroquial de Torgueda,Freguesia de Torgueda - Vila Real,Vila Real,Vila Real,"Centro Social
Paroquial",2004,506674410
Associação de Solidariedade Social Via Nova,"Rua D. Pedro de Castro, nº. 1",Vila Real,Vila Real,Associação,2004,506625729
Centro Social e Paroquial de Justes,"Freguesia de Justes, Vila Real",Vila Real,Vila Real,"Centro Social
Paroquial",2005,506176495
Centro Social e Paroquial de Nogueira,Freguesia de Nogueira,Vila Real,Vila Real,"Centro Social
Paroquial",2005,507157133
Associação Laços P'ra Vida,"Lg.Conde Amarante-Pl.G.C-Claustro
piso 0-R/C Esqº.",Vila Real,Vila Real,Associação,2006,507254562
Centro Social e Paroquial de Vilarinho da Samardã,"Lugar e freguesia de Vilarinho da
Samardã",Vila Real,Vila Real,"Centro Social
Paroquial",2007,505046636
Associação de Paralisia Cerebral de Vila Real,Avenida Osnabrück,Vila Real,Vila Real,Associação,2007,506326225
Ribacorgo - Associação de Solidariedade Social,"Rua Manuel Augusto Fernandes
Gonçalves - Abambres",Vila Real,Vila Real,Associação,2007,508031281
"Associação Para O Desenvolvimento Social da Freguesia de Parada de
Cunhos","Edifício da Junta de Freguesia de
parada de Cunhos",Vila Real,Vila Real,Associação,2008,506336549
"Guiães em Movimento - Associação Cultural Desportiva e de Solidariedade
Social","Lugar do Senhor do Bom Caminho,
Guiães",Vila Real,Vila Real,Associação,2008,508114020
Centro Social e Cultural S. João D' Arroios,Lugar do Couto,Vila Real,Vila Real,Associação,2010,509073212
APA - Associação Paz e Amizade,Quinta da Tapada - Bisalhães,Vila Real,Vila Real,Associação,2013,509443036
SPES VITAE - Centro de Apoio à Vida de Vila Real,"Rua Manuel Augusto Fernandes
Gonçalves, n.º18",Vila Real,Vila Real,"Instituto de
Organização
Religiosa",2015,591000024
"Associaç.Portuguesa Para as Perturbações do Desenvolvimento e Autismo
de Vila Real - APPDA Vila Real",Rua D.Pedro Castro,Vila Real,Vila Real,Associação,2016,513621016
A.A.S.A. Associação de Apoio Social do Alvão,"Estrada Municipal, 313, número 2179",Vila Real,Vila Real,,2017,
Associação Santa Marinha de Vila Marim,"Rua da Igreja, n.º 361",Vila Real,Vila Real,Associação,2017,514142308
Associação de Solidariedade Social e Recreativa de São Cosmado,"Loteamento da Torre, Lote 22",Armamar,Viseu,Associação,1991,502159316
Centro Social Paroquial de Queimada,Queimada - Armamar,Armamar,Viseu,"Centro Social
Paroquial",1990,502318368
Fundação Gaspar e Manuel Cardoso,Rua São Lázaro,Armamar,Viseu,Fundação,1986,500940037
Santa Casa da Misericórdia de Armamar,Armamar,Armamar,Viseu,Misericórdia,1983,500867666
Centro Social Paroquial do Fontelo,"Rua Cabo de Vila, n.º 918",Armamar,Viseu,"Centro Social
Paroquial",2000,504891480
Centro Social e Paroquial de São João Baptista,"Lugar Cordasca, freg. de Queimada,
Armamar - Viseu",Armamar,Viseu,"Centro Social
Paroquial",2008,508426090
Associação Social Desportiva e Recreativa de Arícera,Arícera,Armamar,Viseu,Associação,2008,501994246
"Associação Portuguesa para as Perturbações do Desenvolvimento e
Autismo do Douro - APPDA - DOURO",Avenida Dr. Oliveira Salazar,Armamar,Viseu,Associação,2015,510895700
Centro Social Professora Elisa Barros Silva,Rua dos Cortelhos,Carregal do Sal,Viseu,Associação,1989,502023910
Cáritas Paroquial de Oliveira do Conde,"Rua do Olival do Santo - Oliveira do
Conde",Carregal do Sal,Viseu,"Instituto de
Organização
Religiosa",1992,502666854
Cáritas Paroquial de Parada,"Rua Santo Cristo, n.º 2",Carregal do Sal,Viseu,"Instituto de
Organização
Religiosa",1992,502666846
Fundação José Nunes Martins,Oliveira do Conde,Carregal do Sal,Viseu,Fundação,1998,503094170
Santa Casa da Misericórdia de Carregal do Sal,Carregal do Sal,Carregal do Sal,Viseu,Misericórdia,1987,501921273
Cáritas Paroquial de Beijós,Beijós-Carregal do Sal,Carregal do Sal,Viseu,"Centro Social
Paroquial",1989,502002301
Associação Cultural e Social de S. Joaninho,Freguesia de S. Joaninho,Castro Daire,Viseu,Associação,1993,503148580
Centro Social da Paróquia de Mões,"Rua da Torre, n.º 42 - Mões",Castro Daire,Viseu,"Centro Social
Paroquial",1990,502248505
Centro Social Paroquial de Mamouros,"Termas do Carvalhal , Freguesia de
Mamouros",Castro Daire,Viseu,"Centro Social
Paroquial",1992,502529695
Irmandade da Santa Casa da Misericórdia de Castro Daire,Castro Daire,Castro Daire,Viseu,Misericórdia,1982,501227172
Centro Social Paroquial de Lamelas,"Rua das Mimosas , n.º 2 Lamelas de
Cá",Castro Daire,Viseu,"Centro Social
Paroquial",1999,503698806
Instituição de Solidariedade Santa Isabel,Rua da Morgada - Cetos,Castro Daire,Viseu,Associação,2000,504143085
Centro Social da Paróquia de Reriz,Lugar de Reriz,Castro Daire,Viseu,"Centro Social
Paroquial",2003,506637018
Associação Etnográfica e Social do Montemuro,"União de freguesias do Mezio e
Moura Morta",Castro Daire,Viseu,Associação,2005,501693785
"ASSOCREL- Associação de Solidariedade Social, Cultural e Recreativa de
Lamas","Lamas-Freguesia de Moledo-
Concelho de Castro Daire",Castro Daire,Viseu,Associação,2006,507152956
NIC - Núcleo de Intervenção Comunitária,Rua Luís de Camões,Castro Daire,Viseu,Associação,2010,507671600
Associação de Solidariedade Social de Souselo,Catrapeiro,Cinfães,Viseu,Associação,1996,504171240
Associação Infância e Terceira Idade São Sebastião,São Cristóvão,Cinfães,Viseu,Associação,1981,502053372
Associação de Solidariedade Social Recreativa Nespereira,Nespereira,Cinfães,Viseu,Associação,1996,503480169
Centro Social e Paroquial de Tendais,"Freguesia de Tendais - Cinfães -
Viseu",Cinfães,Viseu,"Centro Social
Paroquial",1997,503834203
"ADACC - ASSOCIAÇÃO PARA O DESENVOLVIMENTO DO ALTO DO
CONCELHO DE CINFÃES",Aldeia,Cinfães,Viseu,Associação,2000,504340182
Centro Social da Paróquia de S. Martinho de Fornelos,"Freguesia de Fornelos, concelho de
Cinfães",Cinfães,Viseu,"Centro Social
Paroquial",2000,504938738
Centro Social e Paroquial de Tarouquela,freg. de Tarouquela - Cinfães - Viseu,Cinfães,Viseu,"Centro Social
Paroquial",2002,506023974
Centro Social e Bem Estar de Oliveira do Douro,Freguesia de Oliveira do Douro,Cinfães,Viseu,Associação,2006,505553562
Santa Casa da Misericórdia de Cinfães,Cinfães,Cinfães,Viseu,Misericórdia,2007,501538208
Associação de Solidariedade Social de Espadanêdo,"Lugar da Lavra,Espadanedo",Cinfães,Viseu,Associação,2007,507309006
"Viver a Alegria da Velhice - Associação de Solidariedade Social de Santiago
de Piães",Santiago de Piães,Cinfães,Viseu,Associação,2015,509421300
Associação pela Infância e Terceira Idade de Lamego,"Rua Marquês de Pombal -
Almancave",Lamego,Viseu,Associação,1981,501357904
"As. de Pais e Amigos de Cidadãos Deficientes do Agrupamento dos
Conc.V.Douro-Sul Portas Pr'a Vida","Aldeia de S. João - Serra das
Meadas",Lamego,Viseu,Associação,1991,502749318
Centro Social e Cultural da Paróquia de Ferreirim,Lugar do Convento,Lamego,Viseu,"Centro Social
Paroquial",1983,501437452
Centro Social Filhas de São Camilo,Sé,Lamego,Viseu,"Instituto de
Organização
Religiosa",1993,502854944
Centro Social Paroquial de Cambres,Freguesia de Cambres,Lamego,Viseu,"Centro Social
Paroquial",1993,502869240
Centro Social Paroquial de Lalim,Freguesia de Lalim,Lamego,Viseu,"Centro Social
Paroquial",1991,502299436
Centro Social Paroquial de Mazes,Lugar de Mazes,Lamego,Viseu,"Centro Social
Paroquial",1991,502279281
Cáritas Diocesana de Lamego,"Largo da Sé, 16",Lamego,Viseu,"Instituto de
Organização
Religiosa",1987,501422579
Obra Kolping de Portugal,Lamego,Lamego,Viseu,Associação,1989,501933310
Patronato de S. José de Lamego,"Rua das Canastras, n.º 3",Lamego,Viseu,Associação,1988,501573623
Santa Casa da Misericórdia de Lamego,Lamego,Lamego,Viseu,Misericórdia,1982,500852235
Centro Social Paroquial de Penude,Paroquia de Penude - Lamego,Lamego,Viseu,"Centro Social
Paroquial",2002,504689126
"Associação Infantário e Jardim Infantil ""O Pintinhas""","R.Dr.Ant.ºCarlos Guedes,n.6
B.ºAlvoraçães,Bloco B",Lamego,Viseu,Associação,2005,501628606
Centro Diocesano de Promoção Social,"Quinta dos Prados - Rina, Avª Egas
Moniz",Lamego,Viseu,"Instituto de
Organização
Religiosa",2007,507702166
Centro Social Paroquial de Penajóia,Paróquia de Penajóia,Lamego,Viseu,"Centro Social
Paroquial",2008,508441340
Centro Social e Paroquial de Nossa Senhora do Rosário de Cepões,Cepões,Lamego,Viseu,"Centro Social
Paroquial",2009,508946077
"Agir Lamego - Associação de Gerações, Inovação e Requalificação de
Lamego","Rua de Almacave, n.º 84 - 2º",Lamego,Viseu,Associação,2010,509192432
Centro Social e Paroquial de Valdigem,"Freguesia de Valdigem, concelho de
Lamego - Viseu",Lamego,Viseu,"Centro Social
Paroquial",2011,509325432
Associação Cuida Amigos Douro Sul,"Lugar da Galvã, Cepões",Lamego,Viseu,Associação,2016,513468510
Associação Solidariedade Social Contenças de Baixo,Contenças de Baixo,Mangualde,Viseu,Associação,1997,500865728
Associação Social Cultural Recreativa de Freixiosa,Largo D. José,Mangualde,Viseu,Associação,1990,501895469
Centro Paroquial de Cunha Baixa,São Tomé - Cunha Baixa,Mangualde,Viseu,"Centro Social
Paroquial",1993,502852801
Centro Paroquial de Santiago de Cassurrães,Santiago de Cassurrães,Mangualde,Viseu,"Centro Social
Paroquial",1984,501966242
Centro Social Cultural da Paróquia de Mangualde,Largo da Misericordia,Mangualde,Viseu,"Centro Social
Paroquial",1981,501542507
Centro Social Paroquial de Chãs de Tavares,Freguesia de Chãs de Tavares,Mangualde,Viseu,"Centro Social
Paroquial",1996,503676209
Centro Social Paroquial de Fornos de Maceira Dão,"Rua da Igreja, s/n",Mangualde,Viseu,"Centro Social
Paroquial",1992,502681705
Obra Social Beatriz Pais - Raúl Saraiva,Rua da Prova,Mangualde,Viseu,Associação,1981,500865132
Obra Social do Instituto das Irmãs Missionárias de Nossa Senhora de Fátima,Abrunhosa-a-Velha - Mangualde,Mangualde,Viseu,"Instituto de
Organização
Religiosa",1984,501921079
Santa Casa da Misericórdia de Mangualde,Mangualde,Mangualde,Viseu,Misericórdia,1983,500953813
Centro Paroquial de Alcafache,"freguesia de Alcafache,",Mangualde,Viseu,"Centro Social
Paroquial",2000,504839578
Centro Paroquial de Espinho,Freguesia de Espinho - Mangualde,Mangualde,Viseu,"Centro Social
Paroquial",2001,504933272
Centro Social Paroquial de Abrunhosa-a-Velha,Lugar de Abrunhosa-a-Velha,Mangualde,Viseu,"Centro Social
Paroquial",2006,507510003
ARATI - Associação Regional de Apoio à Terceira Idade,Freg. e Conc. de Moimenta da Beira,"Moimenta da
Beira",Viseu,Associação,1990,502004665
Artenave Atelier - Associação de Solidariedade,Moimenta da Beira,"Moimenta da
Beira",Viseu,Associação,1996,503575615
Centro Comunitário de Alvite,Freguesia de Alvite,"Moimenta da
Beira",Viseu,"Centro Social
Paroquial",1995,503231797
Centro Social Paroquial Casimiro e Elvira Lemos,Caria - Moimenta da Beira,"Moimenta da
Beira",Viseu,"Centro Social
Paroquial",1998,503905224
Gente da Nave - Associação de Promoção Social de Alvite,Alvite - Moimente da Beira,"Moimenta da
Beira",Viseu,Associação,1997,503761079
Santa Casa da Misericórdia de Moimenta da Beira,Moimenta da Beira,"Moimenta da
Beira",Viseu,Misericórdia,1982,501626581
Casa Nossa - Associação de Solidariedade Social de S. Martinho,"Av Dr. Manuel Ferreira Pinto, n.º 78","Moimenta da
Beira",Viseu,Associação,2000,504510819
"Associação de Cultura, Recreio e Solidariedade Social de Vila da Rua",Vila da Rua - Moimenta da Beira,"Moimenta da
Beira",Viseu,Associação,2001,501982078
Centro de Bem Estar e Repouso da Paróquia de Sever,"Sever, concelho de Moimenta da
Beira","Moimenta da
Beira",Viseu,"Centro Social
Paroquial",2002,505695367
Associação Moimentense de Apoio à Infância,"Rua Duarte Madeira Areais, n.º 8","Moimenta da
Beira",Viseu,Associação,2003,502317736
Centro de Solidariedade Social Cabacense,Rua Horácio Gonçalves Pureza,"Moimenta da
Beira",Viseu,Associação,2005,506813916
Associação de Solidariedade Social de Arcozelo da Torre - A.R.C.A.,Arcozelo da Torre,"Moimenta da
Beira",Viseu,Associação,2014,501363904
Centro de Balmar-Fundação de Beneficência e Cultura,Lugar da Marmeleira - Mortagua,Mortágua,Viseu,Fundação,1997,501607935
Santa Casa da Misericórdia de Mortágua,Vila de Mortágua,Mortágua,Viseu,Misericórdia,1984,501103546
Associação Beira Aguieira de Apoio ao Deficiente Visual,"Rua da Albufeira, n.º 15, Chão do
Vento",Mortágua,Viseu,Associação,2000,513396322
"ADESQ - Associação de Desenvolvimento Social, Cultural e Desportiva de
Quilho",Lugar de Quilho,Mortágua,Viseu,Associação,2009,501356193
"Associação do Folhadal-Centro Social, Cultural e Recreativo",Lugar do Folhadal,Nelas,Viseu,Associação,1991,500858829
Centro Paroquial de Nelas,Nelas,Nelas,Viseu,"Centro Social
Paroquial",1982,501431349
Centro Paroquial de Vilar Seco,Lugar do Prado,Nelas,Viseu,"Centro Social
Paroquial",1984,501469095
Centro Social Paroquial de Canas de Senhorim,Canas de Senhorim,Nelas,Viseu,"Centro Social
Paroquial",1983,500885923
Fundação Lopes da Fonseca,Freg. da Lapa do Lobo,Nelas,Viseu,Fundação,1992,503301744
Santa Casa da Misericórdia de Santar,Igreja da Misericórdia,Nelas,Viseu,Misericórdia,1981,501215115
"ATS - Amigos Terras Senhorim, Associação de Acção Social e Cultural da
Freguesia de Senhorim",Lugar da Igreja - Senhorim,Nelas,Viseu,Associação,2008,508263077
Irmandade da Santa Casa da Misericórdia de Canas de Senhorim,Canas de Senhorim,Nelas,Viseu,Misericórdia,2009,507059190
Centro Social Paroquial de Carvalhal Redondo,Largo da igreja,Nelas,Viseu,"Centro Social
Paroquial",2013,507129563
ASSOL-Associação de Solidariedade Social de Lafões,Largo da Feira - Oliveira de Frades,"Oliveira de
Frades",Viseu,Associação,1987,501863940
Irmandade da Misericórdia de Nossa Senhora dos Milagres,Oliveira de Frades,"Oliveira de
Frades",Viseu,Misericórdia,1985,501155490
Centro Social Paroquial de Souto de Lafões,Souto de Lafões - Oliveira de Frades,"Oliveira de
Frades",Viseu,"Centro Social
Paroquial",2007,507780264
Centro Social Paroquial de Oliveira de Frades,Vila Oliveira de Frades,"Oliveira de
Frades",Viseu,"Centro Social
Paroquial",2007,507780230
Carregal Solidário Associação,Carregal,"Oliveira de
Frades",Viseu,Associação,2008,508491363
Centro Social Paroqial de São João da Serra,Lugar de San Joanne,"Oliveira de
Frades",Viseu,"Centro Social
Paroquial",2009,508699681
Centro Social Paroquial de Arcozelo das Maias,"Lugar freg. de Arcozelo das Maias -
Oliveira Frades","Oliveira de
Frades",Viseu,"Centro Social
Paroquial",2010,508882370
Centro de Promoção Social de S. Martinho de Pindo,Freguesia de Pindo,"Penalva do
Castelo",Viseu,"Centro Social
Paroquial",1996,503306932
Centro Social e Cultural Aníbal Pina Gouveia - Matela,Matela - Penalva do Castelo - Viseu,"Penalva do
Castelo",Viseu,"Centro Social
Paroquial",1998,504112406
Centro Social Paroquial de Antas,"Rua do Lar, n.º 1","Penalva do
Castelo",Viseu,"Centro Social
Paroquial",1997,503793175
Centro Social Paroquial de Vila Cova do Covelo,Vila Cova do Covelo,"Penalva do
Castelo",Viseu,"Centro Social
Paroquial",1997,503966924
Irmandade da Santa Casa da Misericórdia de Penalva do Castelo,Rua do Lar,"Penalva do
Castelo",Viseu,Misericórdia,1982,501685456
